No.,级别,词语,拼音,词性
2830,五级,拼,pīn,动
2831,五级,拼音,pīnyīn,动
2832,五级（七-九级）,品,pǐn,后缀、（动）
2833,五级,品牌,pǐnpái,名
2834,五级,品质,pǐnzhì,名
2835,五级,品种,pǐnzhǒng,名
2836,五级,聘请,pìnqǐng,动
2837,五级（七-九级）,平,píng,形、（动）
2838,五级,评,píng,动
2839,五级,凭,píng,动、介
2840,五级,平安,píng’ān,形
2841,五级,平衡,pínghéng,形、动
2842,五级,评价,píngjià,动、名
2843,五级,凭借,píngjiè,动
2844,五级,平静,píngjìng,形
2845,五级,平均,píngjūn,动、形
2846,五级,屏幕,píngmù,名
2847,五级,平台,píngtái,名
2848,五级,破坏,pòhuài,动
2849,五级,普及,pǔjí,动
2850,五级,期待,qīdài,动
2851,五级,期间,qījiān,名
2852,五级（六级）,齐,qí,形、（动、副）
2853,五级,其,qí,代
2854,五级,奇迹,qíjì,名
2855,五级,其余,qíyú,代
2856,五级,企业,qǐyè,名
2857,五级,气球,qìqiú,名
2858,五级,汽油,qìyóu,名
2859,五级,签1,qiān,动
2860,五级,签订,qiāndìng,动
2861,五级,签名,qiānmíng,动、名
2862,五级,签字,qiānzì,动、名
2863,五级,前进,qiánjìn,动
2864,五级,前来,qiánlái,动
2865,五级,前途,qiántú,名
2866,五级,前往,qiánwǎng,动
2867,五级,浅,qiǎn,形
2868,五级,欠,qiàn,动
2869,五级,墙,qiáng,名
2870,五级,强大,qiángdà,形
2871,五级,强调,qiángdiào,动
2872,五级,强度,qiángdù,名
2873,五级,强烈,qiángliè,形
2874,五级,抢,qiǎng,动
2875,五级,抢救,qiǎngjiù,动
2876,五级,悄悄,qiāoqiāo,副
2877,五级,切,qiē,动
2878,五级,亲,qīn,形、动
2879,五级,亲爱,qīn’ài,形
2880,五级,亲朋好友,qīnpéng-hǎoyǒu,
2881,五级,亲切,qīnqiè,形
2882,五级,亲情,qīnqíng,名
2883,五级,亲人,qīnrén,名
2884,五级,亲自,qīnzì,副
2885,五级,勤奋,qínfèn,形
2886,五级,青,qīng,形
2887,五级,轻易,qīngyì,形、副
2888,五级,轻重,qīngzhòng,名
2889,五级,情感,qínggǎn,名
2890,五级,情景,qíngjǐng,名
2891,五级,情绪,qíngxù,名
2892,五级,请教,qǐngjiào,动
2893,五级,请求,qǐngqiú,动、名
2894,五级,穷,qióng,形
2895,五级,趋势,qūshì,名
2896,五级,区域,qūyù,名
2897,五级,去世,qùshì,动
2898,五级（七-九级）,权,quán,名、（副）
2899,五级,权利,quánlì,名
2900,五级,全力,quánlì,名、副
2901,五级,全面,quánmiàn,形
2902,五级,全体,quántǐ,名
2903,五级,全新,quánxīn,形
2904,五级,劝,quàn,动
2905,五级,缺乏,quēfá,动
2906,五级,确保,quèbǎo,动
2907,五级,确定,quèdìng,形、动
2908,五级,确认,quèrèn,动
2909,五级,群,qún,量、名
2910,五级,群体,qúntǐ,名
2911,五级,燃烧,ránshāo,动
2912,五级,绕,rào,动
2913,五级,热爱,rè’ài,动
2914,五级,热量,rèliàng,名
2915,五级,热烈,rèliè,形
2916,五级,热心,rèxīn,形
2917,五级,人才,réncái,名
2918,五级,人工,réngōng,形、名
2919,五级,人际,rénjì,形
2920,五级,人口,rénkǒu,名
2921,五级,人类,rénlèi,名
2922,五级,人力,rénlì,名
2923,五级,人民,rénmín,名
2924,五级,人民币,rénmínbì,名
2925,五级,人群,rénqún,名
2926,五级,人体,réntǐ,名
2927,五级,人物,rénwù,名
2928,五级,忍,rěn,动
2929,五级,认,rèn,动
2930,五级,日历,rìlì,名
2931,五级,日用品,rìyòngpǐn,名
2932,五级,如,rú,动、连
2933,五级,如此,rúcǐ,代
2934,五级,如何,rúhé,代
2935,五级,如今,rújīn,名
2936,五级,如同,rútóng,动
2937,五级,如下,rúxià,动
2938,五级,软,ruǎn,形
2939,五级,软件,ruǎnjiàn,名
2940,五级,弱,ruò,形
2941,五级,洒,sǎ,动
2942,五级,赛场,sàichǎng,名
2943,五级,色彩,sècǎi,名
2944,五级,沙漠,shāmò,名
2945,五级,沙子,shāzi,名
2946,五级,傻,shǎ,形
2947,五级,晒,shài,动
2948,五级,删,shān,动
2949,五级,扇,shān,动
2950,五级,删除,shānchú,动
2951,五级,山区,shānqū,名
2952,五级,擅长,shàncháng,动
2953,五级,善良,shànliáng,形
2954,五级,善于,shànyú,动
2955,五级,扇子,shànzi,名
2956,五级,伤,shāng,名、动
2957,五级,伤害,shānghài,动
2958,五级,商家,shāngjiā,名
2959,五级,商人,shāngrén,名
2960,五级,商务,shāngwù,名
2961,五级,商业,shāngyè,名
2962,五级,赏,shǎng,动
2963,五级,上传,shàngchuán,动
2964,五级,上升,shàngshēng,动
2965,五级,上下,shàngxià,名
2966,五级,上涨,shàngzhǎng,动
2967,五级,烧,shāo,动、名
2968,五级,烧烤,shāokǎo,名
2969,五级,蛇,shé,名
2970,五级,舍不得,shěbude,动
2971,五级,舍得,shěde,动
2972,五级,设备,shèbèi,名
2973,五级,设计,shèjì,动、名
2974,五级,设立,shèlì,动
2975,五级,社区,shèqū,名
2976,五级,设施,shèshī,名
2977,五级,摄影,shèyǐng,动
2978,五级,设置,shèzhì,动
2979,五级,伸,shēn,动
2980,五级,身材,shēncái,名
2981,五级,深度,shēndù,名、形
2982,五级,身份,shēnfèn,名
2983,五级,深厚,shēnhòu,形
2984,五级,深刻,shēnkè,形
2985,五级,深入,shēnrù,动、形
2986,五级,深远,shēnyuǎn,形
2987,五级,神话,shénhuà,名
2988,五级,神秘,shénmì,形
2989,五级,升1,shēng,动
2990,五级,生产,shēngchǎn,动
2991,五级,生存,shēngcún,动
2992,五级,生动,shēngdòng,形
2993,五级,升级,shēngjí,动
2994,五级,升温,shēngwēn,动
2995,五级,生物,shēngwù,名
2996,五级,生肖,shēngxiào,名
2997,五级,生长,shēngzhǎng,动
2998,五级,省2,shěng,动
2999,五级,省份,shěngfèn,名
3000,五级,省会,shěnghuì,名
3001,五级,胜,shèng,动
3002,五级,胜利,shènglì,动
3003,五级,诗,shī,名
3004,五级,湿,shī,形
3005,五级,失恋,shīliàn,动
3006,五级,失眠,shīmián,动
3007,五级,诗人,shīrén,名
3008,五级,失误,shīwù,动、名
3009,五级,失业,shīyè,动
3010,五级,时差,shíchā,名
3011,五级,时常,shícháng,副
3012,五级,时代,shídài,名
3013,五级,实践,shíjiàn,动
3014,五级,时刻,shíkè,名、副
3015,五级,实力,shílì,名
3016,五级,时期,shíqī,名
3017,五级,实施,shíshī,动
3018,五级,石头,shítou,名
3019,五级,实习,shíxí,动
3020,五级,实现,shíxiàn,动
3021,五级,实行,shíxíng,动
3022,五级,实验,shíyàn,动、名
3023,五级,实验室,shíyànshì,名
3024,五级,实用,shíyòng,形
3025,五级,食用,shíyòng,动
3026,五级,使得,shǐde,动
3027,五级,始终,shǐzhōng,名、副
3028,五级,式,shì,后缀
3029,五级,适当,shìdàng,形
3030,五级,似的,shìde,助
3031,五级,事故,shìgù,名
3032,五级,事件,shìjiàn,名
3033,五级,试卷,shìjuàn,名
3034,五级,市民,shìmín,名
3035,五级,事实,shìshí,名
3036,五级,视为,shìwéi,动
3037,五级,事物,shìwù,名
3038,五级,事先,shìxiān,名
3039,五级,试验,shìyàn,动
3040,五级,事业,shìyè,名
3041,五级,试用,shìyòng,动
3042,五级,适用,shìyòng,形
3043,五级,收获,shōuhuò,动、名
3044,五级,收集,shōují,动
3045,五级,收看,shōukàn,动
3046,五级,守,shǒu,动
3047,五级,首次,shǒucì,数量
3048,五级,手段,shǒuduàn,名
3049,五级,手工,shǒugōng,名
3050,五级,手术,shǒushù,名、动
3051,五级,手套,shǒutào,名
3052,五级,手续,shǒuxù,名
3053,五级,手指,shǒuzhǐ,名
3054,五级,售价,shòujià,名
3055,五级,蔬菜,shūcài,名
3056,五级,书法,shūfǎ,名
3057,五级,书房,shūfáng,名
3058,五级,书架,shūjià,名
3059,五级,输入,shūrù,动
3060,五级,舒适,shūshì,形
3061,五级,熟练,shúliàn,形
3062,五级,熟人,shúrén,名
3063,五级,数,shǔ,动
3064,五级,鼠标,shǔbiāo,名
3065,五级,属于,shǔyú,动
3066,五级,束,shù,量
3067,五级,数据,shùjù,名
3068,五级,树木,shùmù,名
3069,五级,摔,shuāi,动
3070,五级,双方,shuāngfāng,名
3071,五级,水分,shuǐfèn,名
3072,五级,税,shuì,名
3073,五级,睡眠,shuìmián,名
3074,五级,顺,shùn,动、介、形
3075,五级,说不定,shuōbudìng,动、副
3076,五级,说服,shuōfú,动
3077,五级,思考,sīkǎo,动
3078,五级,私人,sīrén,名
3079,五级,思维,sīwéi,名、动
3080,五级,思想,sīxiǎng,名
3081,五级,四处,sìchù,名
3082,五级,似乎,sìhū,副
3083,五级,四周,sìzhōu,名
3084,五级,搜,sōu,动
3085,五级,搜索,sōusuǒ,动
3086,五级,宿舍,sùshè,名
3087,五级,酸甜苦辣,suān-tián-kǔ-là,
3088,五级,随,suí,动
3089,五级,随后,suíhòu,副
3090,五级,随时,suíshí,副
3091,五级,随手,suíshǒu,副
3092,五级,随意,suíyì,形
3093,五级,碎,suì,动、形
3094,五级,损害,sǔnhài,动
3095,五级,损失,sǔnshī,动、名
3096,五级,缩短,suōduǎn,动
3097,五级,缩小,suōxiǎo,动
3098,五级,所1,suǒ,量、名
3099,五级,锁,suǒ,名、动
3100,五级,他人,tārén,代
3101,五级,台灯,táidēng,名
3102,五级,台阶,táijiē,名
3103,五级,太太,tàitai,名
3104,五级,谈话,tánhuà,动
3105,五级,桃,táo,名
3106,五级,套,tào,名、动、量
3107,五级,特产,tèchǎn,名
3108,五级,特色,tèsè,名
3109,五级,特殊,tèshū,形
3110,五级,特有,tèyǒu,形
3111,五级,特征,tèzhēng,名
3112,五级,疼痛,téngtòng,形
3113,五级,提倡,tíchàng,动
3114,五级,提交,tíjiāo,动
3115,五级,题目,tímù,名
3116,五级,提起,tíqǐ,动
3117,五级,提升,tíshēng,动
3118,五级,提问,tíwèn,动
3119,五级,体会,tǐhuì,动、名
3120,五级,体力,tǐlì,名
3121,五级,体现,tǐxiàn,动
3122,五级,体验,tǐyàn,动
3123,五级,替,tì,动、介
3124,五级,天空,tiānkōng,名
3125,五级,天上,tiānshàng,名
3126,五级,填,tián,动
3127,五级,甜品,tiánpǐn,名
3128,五级,挑,tiāo,动
3129,五级,挑选,tiāoxuǎn,动
3130,五级,调,tiáo,动
3131,五级,调皮,tiáopí,形
3132,五级,调整,tiáozhěng,动
3133,五级,挑战,tiǎozhàn,动、名
3134,五级,跳高,tiàogāo,动
3135,五级,跳远,tiàoyuǎn,动
3136,五级,贴,tiē,动
3137,五级,铁路,tiělù,名
3138,五级,停留,tíngliú,动
3139,五级,通常,tōngcháng,形、副
3140,五级,通行,tōngxíng,动
3141,五级,同,tóng,形、动、副、介、连
3142,五级,同情,tóngqíng,动
3143,五级,同一,tóngyī,形
3144,五级,统计,tǒngjì,动
3145,五级,统一,tǒngyī,动、形
3146,五级,痛苦,tòngkǔ,形
3147,五级,投,tóu,动
3148,五级,投入,tóurù,动、形、名
3149,五级,头,tou,后缀
3150,五级,突出,tūchū,动、形
3151,五级,图画,túhuà,名
3152,五级,图书,túshū,名
3153,五级,土地,tǔdì,名
3154,五级,土豆,tǔdòu,名
3155,五级,兔子,tùzi,名
3156,五级,团,tuán,动、名、量
3157,五级,团队,tuánduì,名
3158,五级,推动,tuīdòng,动
3159,五级,推广,tuīguǎng,动
3160,五级,推荐,tuījiàn,动
3161,五级,推进,tuījìn,动
3162,五级,退,tuì,动
3163,五级,退出,tuìchū,动
3164,五级,退还,tuìhuán,动
3165,五级,退休,tuìxiū,动
3166,五级,拖鞋,tuōxié,名
3167,五级,外部,wàibù,名
3168,五级,外公,wàigōng,名
3169,五级,外观,wàiguān,名
3170,五级,外婆,wàipó,名
3171,五级,外形,wàixíng,名
3172,五级,弯,wān,形、动、名
3173,五级,玩具,wánjù,名
3174,五级,完美,wánměi,形
3175,五级,完善,wánshàn,形、动
3176,五级,完整,wánzhěng,形
3177,五级,万一,wànyī,名、连
3178,五级,往返,wǎngfǎn,动
3179,五级,网络,wǎngluò,名
3180,五级,危害,wēihài,动
3181,五级,微笑,wēixiào,动、名
3182,五级,威胁,wēixié,动
3183,五级,围,wéi,动
3184,五级,为2,wéi,介
3185,五级,维持,wéichí,动
3186,五级,违法,wéifǎ,动
3187,五级,违反,wéifǎn,动
3188,五级,围巾,wéijīn,名
3189,五级,围绕,wéirào,动
3190,五级,维修,wéixiū,动
3191,五级,唯一,wéiyī,形
3192,五级,尾巴,wěiba,名
3193,五级,伟大,wěidà,形
3194,五级,胃,wèi,名
3195,五级,喂2,wèi,动
3196,五级,未来,wèilái,形、名
3197,五级,位于,wèiyú,动
3198,五级,位置,wèizhì,名
3199,五级,温暖,wēnnuǎn,形、动
3200,五级,文学,wénxué,名
3201,五级,稳定,wěndìng,形、动
3202,五级,问卷,wènjuàn,名
3203,五级,握,wò,动
3204,五级,卧室,wòshì,名
3205,五级,握手,wòshǒu,动
3206,五级,无关,wúguān,动
3207,五级,无奈,wúnài,动、连
3208,五级,无数,wúshù,形
3209,五级,无限,wúxiàn,形
3210,五级,无效,wúxiào,动
3211,五级,舞蹈,wǔdǎo,名
3212,五级,武术,wǔshù,名
3213,五级,舞台,wǔtái,名
3214,五级,五颜六色,wǔyán-liùsè,
3215,五级,雾,wù,名
3216,五级,物价,wùjià,名
3217,五级,物理,wùlǐ,名
3218,五级,物品,wùpǐn,名
3219,五级,物业,wùyè,名
3220,五级,物质,wùzhì,名
3221,五级,西餐,xīcān,名
3222,五级,吸管,xīguǎn,名
3223,五级,吸收,xīshōu,动
3224,五级,西装,xīzhuāng,名
3225,五级,戏,xì,名
3226,五级,系,xì,名
3227,五级,细节,xìjié,名
3228,五级,戏剧,xìjù,名
3229,五级,系统,xìtǒng,名、形
3230,五级,下载,xiàzài,动
3231,五级,先后,xiānhòu,名、副
3232,五级,先进,xiānjìn,形、名
3233,五级,闲,xián,形
3234,五级,显得,xiǎnde,动
3235,五级,显然,xiǎnrán,形
3236,五级,显示,xiǎnshì,动
3237,五级,县,xiàn,名
3238,五级,现场,xiànchǎng,名
3239,五级,现代,xiàndài,名、形
3240,五级,现代化,xiàndàihuà,动
3241,五级,线路,xiànlù,名
3242,五级,现实,xiànshí,名、形
3243,五级,现象,xiànxiàng,名
3244,五级,限制,xiànzhì,动、名
3245,五级,现状,xiànzhuàng,名
3246,五级,乡,xiāng,名
3247,五级,相处,xiāngchǔ,动
3248,五级,乡村,xiāngcūn,名
3249,五级,相当,xiāngdāng,动、副
3250,五级,相对,xiāngduì,动、形
3251,五级,相关,xiāngguān,动
3252,五级,相似,xiāngsì,形
3253,五级,想念,xiǎngniàn,动
3254,五级,响声,xiǎngshēng,名
3255,五级,享受,xiǎngshòu,动
3256,五级,想象,xiǎngxiàng,动
3257,五级,相册,xiàngcè,名
3258,五级,项目,xiàngmù,名
3259,五级,橡皮,xiàngpí,名
3260,五级,向上,xiàngshàng,动
3261,五级,象征,xiàngzhēng,动、名
3262,五级,消费,xiāofèi,动
3263,五级,消费者,xiāofèizhě,名
3264,五级,消化,xiāohuà,动
3265,五级,消极,xiāojí,形
3266,五级,销量,xiāoliàng,名
3267,五级,消失,xiāoshī,动
3268,五级,销售,xiāoshòu,动
3269,五级,小姐,xiǎojiě,名
3270,五级,小型,xiǎoxíng,形
3271,五级,小于,xiǎoyú,动
3272,五级,效率,xiàolǜ,名
3273,五级,斜,xié,形、动
3274,五级,协议,xiéyì,动、名
3275,五级,写作,xiězuò,动
3276,五级,新郎,xīnláng,名
3277,五级,心理,xīnlǐ,名
3278,五级,新娘,xīnniáng,名
3279,五级,新人,xīnrén,名
3280,五级,欣赏,xīnshǎng,动
3281,五级,心态,xīntài,名
3282,五级,新型,xīnxíng,形
3283,五级,信封,xìnfēng,名
3284,五级,信任,xìnrèn,动
3285,五级,信用,xìnyòng,名
3286,五级,行程,xíngchéng,名
3287,五级,形成,xíngchéng,动
3288,五级,行动,xíngdòng,动、名
3289,五级,行人,xíngrén,名
3290,五级,形容,xíngróng,动
3291,五级,形式,xíngshì,名
3292,五级,形势,xíngshì,名
3293,五级,行驶,xíngshǐ,动
3294,五级,行为,xíngwéi,名
3295,五级,形象,xíngxiàng,名、形
3296,五级,形状,xíngzhuàng,名
3297,五级,行走,xíngzǒu,动
3298,五级,幸运,xìngyùn,名、形
3299,五级,性质,xìngzhì,名
3300,五级,修改,xiūgǎi,动
3301,五级,修建,xiūjiàn,动
3302,五级,休闲,xiūxián,动
3303,五级,需,xū,动
3304,五级,需求,xūqiú,名
3305,五级,虚心,xūxīn,形
3306,五级,宣布,xuānbù,动
3307,五级,宣传,xuānchuán,动
3308,五级,选手,xuǎnshǒu,名
3309,五级,学分,xuéfēn,名
3310,五级,学科,xuékē,名
3311,五级,学历,xuélì,名
3312,五级,学年,xuénián,名
3313,五级,学术,xuéshù,名
3314,五级,学者,xuézhě,名
3315,五级,雪糕,xuěgāo,名
3316,五级,询问,xúnwèn,动
3317,五级,寻找,xúnzhǎo,动
3318,五级,训练,xùnliàn,动
3319,五级,迅速,xùnsù,形
3320,五级,呀,yā,叹
3321,五级,押金,yājīn,名
3322,五级,压岁钱,yāsuìqián,名
3323,五级,鸭子,yāzi,名
3324,五级,牙齿,yáchǐ,名
3325,五级,沿,yán,介、动、名
3326,五级,延长,yáncháng,动
3327,五级,研发,yánfā,动
3328,五级,严肃,yánsù,形、动
3329,五级,研制,yánzhì,动
3330,五级,眼,yǎn,名、量
3331,五级,演讲,yǎnjiǎng,动
3332,五级,眼泪,yǎnlèi,名
3333,五级,阳台,yángtái,名
3334,五级,样式,yàngshì,名
3335,五级,腰,yāo,名
3336,五级,摇,yáo,动
3337,五级,咬,yǎo,动
3338,五级,要不,yàobù,连
3339,五级,要不是,yàobúshì,连
3340,五级,药品,yàopǐn,名
3341,五级,药物,yàowù,名
3342,五级,夜间,yèjiān,名
3343,五级,夜市,yèshì,名
3344,五级,业务,yèwù,名
3345,五级,业余,yèyú,形
3346,五级,依据,yījù,名、动、介
3347,五级,依靠,yīkào,动、名
3348,五级,医疗,yīliáo,动
3349,五级,依然,yīrán,副
3350,五级,医学,yīxué,名
3351,五级,移,yí,动
3352,五级,一次性,yícìxìng,形
3353,五级,一代,yídài,名
3354,五级,一旦,yídàn,副
3355,五级,移动,yídòng,动
3356,五级,遗憾,yíhàn,名、形
3357,五级,一路,yílù,名、副
3358,五级,一路顺风,yílù-shùnfēng,
3359,五级,疑问,yíwèn,名
3360,五级,一致,yízhì,形、副
3361,五级,乙,yǐ,名
3362,五级（七-九级）,以,yǐ,介、（连）
3363,五级,以及,yǐjí,连
3364,五级,以来,yǐlái,名
3365,五级,亿,yì,数
3366,五级,意识,yìshí,动、名
3367,五级,意外,yìwài,形、名
3368,五级,意味着,yìwèizhe,动
3369,五级,义务,yìwù,名、形
3370,五级,意义,yìyì,名
3371,五级,因而,yīn’ér,连
3372,五级,音量,yīnliàng,名
3373,五级,因素,yīnsù,名
3374,五级,引进,yǐnjìn,动
3375,五级,饮食,yǐnshí,名
3376,五级,印刷,yìnshuā,动
3377,五级,应当,yīngdāng,动
3378,五级,迎,yíng,动
3379,五级,迎接,yíngjiē,动
